Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
52,0,0,315,1638,0,070fce8dd1b0443cafbbad0eccba462e,958,2019-12-26T14:49:22.1580-0500,637129865621580000,1593200962
2,0,0,192,0,0,070fce8dd1b0443cafbbad0eccba462e,959,2019-12-26T14:50:39.2530-0500,637129866392530000,1593201039
15,0,0,64,0,0,070fce8dd1b0443cafbbad0eccba462e,960,2019-12-26T14:53:54.7840-0500,637129868347840000,1593201235
15,0,0,128,0,0,070fce8dd1b0443cafbbad0eccba462e,961,2019-12-26T14:57:44.9720-0500,637129870649720000,1593201465
37,0,0,128,582,0,070fce8dd1b0443cafbbad0eccba462e,962,2019-12-26T14:59:10.0040-0500,637129871500040000,1593201550
15,0,0,66,0,0,070fce8dd1b0443cafbbad0eccba462e,963,2019-12-26T15:00:42.4570-0500,637129872424570000,1593201642
5,0,0,330,0,0,070fce8dd1b0443cafbbad0eccba462e,964,2019-12-26T15:01:00.5210-0500,637129872605210000,1593201661
1,0,0,132,0,0,070fce8dd1b0443cafbbad0eccba462e,965,2019-12-26T15:01:38.2210-0500,637129872982210000,1593201698
5,0,0,132,0,0,070fce8dd1b0443cafbbad0eccba462e,966,2019-12-26T15:01:57.8620-0500,637129873178620000,1593201718
15,0,0,132,0,0,070fce8dd1b0443cafbbad0eccba462e,967,2019-12-26T15:03:30.7560-0500,637129874107560000,1593201811
