Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
19,0,0,0,658,0,070fce8dd1b0443cafbbad0eccba462e,1030,2019-12-26T18:24:52.8050-0500,637129994928050000,1593213893
15,0,0,95,0,0,070fce8dd1b0443cafbbad0eccba462e,1031,2019-12-26T18:26:08.7230-0500,637129995687230000,1593213969
9,0,0,855,0,0,070fce8dd1b0443cafbbad0eccba462e,1032,2019-12-26T18:26:26.7950-0500,637129995867950000,1593213987
35,0,0,855,475,0,070fce8dd1b0443cafbbad0eccba462e,1033,2019-12-26T18:28:09.6979-0500,637129996896979000,1593214090
9,6,1,192,0,0,070fce8dd1b0443cafbbad0eccba462e,1034,2019-12-26T18:29:13.6210-0500,637129997536210000,1593214154
15,0,0,97,0,0,070fce8dd1b0443cafbbad0eccba462e,1035,2019-12-26T18:30:34.1560-0500,637129998341560000,1593214234
7,0,0,873,0,0,070fce8dd1b0443cafbbad0eccba462e,1036,2019-12-26T18:34:39.7590-0500,637130000797590000,1593214480
4,0,0,388,0,0,070fce8dd1b0443cafbbad0eccba462e,1037,2019-12-26T18:36:56.4170-0500,637130002164170000,1593214616
34,0,0,582,291,0,070fce8dd1b0443cafbbad0eccba462e,1038,2019-12-26T18:37:58.2350-0500,637130002782350000,1593214678
44,0,0,873,194,0,070fce8dd1b0443cafbbad0eccba462e,1039,2019-12-26T18:41:03.6870-0500,637130004636870000,1593214864
