Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
170,0,1,0,14240,0,070fce8dd1b0443cafbbad0eccba462e,994,2019-12-26T16:46:04.9380-0500,637129935649380000,1593207965
0,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,995,2019-12-26T16:49:25.2310-0500,637129937652310000,1593208165
225,0,1,0,410,0,070fce8dd1b0443cafbbad0eccba462e,996,2019-12-26T16:52:02.5820-0500,637129939225820000,1593208323
10,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,997,2019-12-26T16:56:07.1490-0500,637129941671490000,1593208567
4,0,0,249,0,0,070fce8dd1b0443cafbbad0eccba462e,998,2019-12-26T16:57:18.7510-0500,637129942387510000,1593208639
20,0,1,664,83,0,070fce8dd1b0443cafbbad0eccba462e,999,2019-12-26T16:57:52.8270-0500,637129942728270000,1593208673
15,0,0,83,0,0,070fce8dd1b0443cafbbad0eccba462e,1000,2019-12-26T16:58:48.6969-0500,637129943286969000,1593208729
15,0,0,83,0,0,070fce8dd1b0443cafbbad0eccba462e,1001,2019-12-26T16:59:04.5270-0500,637129943445270000,1593208745
13,0,0,415,0,0,070fce8dd1b0443cafbbad0eccba462e,1002,2019-12-26T16:59:25.1290-0500,637129943651290000,1593208765
26,0,0,1826,0,0,070fce8dd1b0443cafbbad0eccba462e,1003,2019-12-26T17:01:08.5740-0500,637129944685740000,1593208869
