Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
1,0,0,270,0,0,070fce8dd1b0443cafbbad0eccba462e,927,2019-12-26T13:32:25.0130-0500,637129819450130000,1593196345
15,0,0,108,0,0,070fce8dd1b0443cafbbad0eccba462e,928,2019-12-26T13:33:50.6720-0500,637129820306720000,1593196431
1,0,0,0,162,0,070fce8dd1b0443cafbbad0eccba462e,929,2019-12-26T13:35:17.3840-0500,637129821173840000,1593196517
15,0,0,55,0,0,070fce8dd1b0443cafbbad0eccba462e,930,2019-12-26T13:35:36.5890-0500,637129821365890000,1593196537
28,20,1,166,167,0,070fce8dd1b0443cafbbad0eccba462e,931,2019-12-26T13:35:56.7980-0500,637129821567980000,1593196557
40,0,1,57,224,0,070fce8dd1b0443cafbbad0eccba462e,932,2019-12-26T13:36:55.0330-0500,637129822150330000,1593196615
11,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,933,2019-12-26T13:37:57.2910-0500,637129822772910000,1593196677
4,0,0,325,17,0,070fce8dd1b0443cafbbad0eccba462e,934,2019-12-26T13:38:26.1630-0500,637129823061630000,1593196706
14,0,1,0,116,0,070fce8dd1b0443cafbbad0eccba462e,935,2019-12-26T13:39:09.8680-0500,637129823498680000,1593196750
1,0,0,0,0,0,070fce8dd1b0443cafbbad0eccba462e,936,2019-12-26T13:39:52.3340-0500,637129823923340000,1593196792
