Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
11,0,0,100,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2375,2019-12-04T11:03:10.6090-0500,637110541906090000,1591286591
15,0,0,0,25,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2376,2019-12-04T11:05:37.2310-0500,637110543372310000,1591286737
15,0,0,25,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2377,2019-12-04T11:05:59.7110-0500,637110543597110000,1591286760
8,2,1,25,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2378,2019-12-04T11:08:27.4540-0500,637110545074540000,1591286907
7,6,1,26,26,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2379,2019-12-04T11:09:50.6949-0500,637110545906949000,1591286991
10,0,0,104,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2380,2019-12-04T11:10:32.2280-0500,637110546322280000,1591287032
20,16,3,156,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2381,2019-12-04T11:11:01.4240-0500,637110546614240000,1591287061
1,0,0,54,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2382,2019-12-04T11:15:08.8120-0500,637110549088120000,1591287309
15,0,0,27,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2383,2019-12-04T11:18:08.9380-0500,637110550889380000,1591287489
15,0,0,27,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2384,2019-12-04T11:18:27.5400-0500,637110551075400000,1591287508
