Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,6,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2484,2019-12-04T18:05:24.8600-0500,637110795248600000,1591311925
15,0,0,3,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2485,2019-12-04T18:05:43.4980-0500,637110795434980000,1591311943
223,204,5,8,84,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2486,2019-12-04T18:06:41.9530-0500,637110796019530000,1591312002
147,133,5,40,74,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2487,2019-12-04T18:10:46.5770-0500,637110798465770000,1591312247
15,0,0,9,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2488,2019-12-04T18:14:19.1950-0500,637110800591950000,1591312459
21,6,1,0,91,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2489,2019-12-04T18:15:22.3070-0500,637110801223070000,1591312522
22,20,1,42,70,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2490,2019-12-04T18:17:33.5260-0500,637110802535260000,1591312654
15,0,0,15,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2491,2019-12-04T18:18:39.2310-0500,637110803192310000,1591312719
18,5,1,0,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2492,2019-12-04T18:20:32.5649-0500,637110804325649000,1591312833
20,8,1,0,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2493,2019-12-04T18:21:00.1890-0500,637110804601890000,1591312860
