Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
9,4,1,90,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2469,2019-12-04T17:19:49.6130-0500,637110767896130000,1591309190
21,7,1,0,45,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2470,2019-12-04T17:20:18.1290-0500,637110768181290000,1591309218
15,0,0,90,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2471,2019-12-04T17:24:36.1240-0500,637110770761240000,1591309476
7,0,0,135,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2472,2019-12-04T17:27:51.8600-0500,637110772718600000,1591309672
17,0,0,270,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2473,2019-12-04T17:29:13.3820-0500,637110773533820000,1591309753
15,0,0,0,45,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2474,2019-12-04T17:30:21.9310-0500,637110774219310000,1591309822
14,0,0,225,180,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2475,2019-12-04T17:30:41.1190-0500,637110774411190000,1591309841
30,27,1,135,45,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2476,2019-12-04T17:31:25.7650-0500,637110774857650000,1591309886
15,0,0,46,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2477,2019-12-04T17:32:29.8070-0500,637110775498070000,1591309950
39,5,1,1780,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2478,2019-12-04T17:33:11.0550-0500,637110775910550000,1591309991
