Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
15,0,0,45,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2457,2019-12-04T17:01:17.8380-0500,637110756778380000,1591308078
15,0,0,45,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2458,2019-12-04T17:02:55.6540-0500,637110757756540000,1591308176
15,0,0,90,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2459,2019-12-04T17:03:44.3290-0500,637110758243290000,1591308224
3,0,0,225,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2460,2019-12-04T17:04:54.0050-0500,637110758940050000,1591308294
1,0,0,135,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2461,2019-12-04T17:10:01.9340-0500,637110762019340000,1591308602
15,0,0,45,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2462,2019-12-04T17:10:49.0730-0500,637110762490730000,1591308649
3,0,0,90,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2463,2019-12-04T17:11:40.3110-0500,637110763003110000,1591308700
1,0,0,95,40,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2464,2019-12-04T17:12:10.6660-0500,637110763306660000,1591308731
30,15,1,180,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2465,2019-12-04T17:13:07.6770-0500,637110763876770000,1591308788
15,0,0,45,0,0,1e8656f6b89c4f19bd47cb8bef23b4fa,2466,2019-12-04T17:16:21.5699-0500,637110765815699000,1591308982
