Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
15,0,0,102,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3030,2020-02-17T14:39:42.1810-0500,637175651821810000,1597693182
15,0,0,102,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3031,2020-02-17T14:41:19.1419-0500,637175652791419000,1597693279
15,0,0,102,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3032,2020-02-17T14:41:38.5940-0500,637175652985940000,1597693299
15,0,0,102,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3033,2020-02-17T14:41:57.2550-0500,637175653172550000,1597693317
49,0,0,1326,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3034,2020-02-17T14:43:34.7920-0500,637175654147920000,1597693415
15,0,0,204,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3035,2020-02-17T14:45:28.3720-0500,637175655283720000,1597693528
12,0,0,306,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3036,2020-02-17T14:47:31.8840-0500,637175656518840000,1597693652
43,0,0,204,1224,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3037,2020-02-17T14:48:34.0550-0500,637175657140550000,1597693714
174,0,1,103,2056,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3038,2020-02-17T14:49:44.0330-0500,637175657840330000,1597693784
0,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,3039,2020-02-17T14:53:07.2720-0500,637175659872720000,1597693987
