Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
59,30,1,276,1242,0,318c42f457ab4fd291123fd53c06f8fc,2307,2019-12-20T10:16:40.0610-0500,637124518000610000,1592666200
19,7,1,0,0,0,318c42f457ab4fd291123fd53c06f8fc,2308,2019-12-20T10:23:27.4820-0500,637124522074820000,1592666607
29,14,1,0,6,0,318c42f457ab4fd291123fd53c06f8fc,2309,2019-12-20T10:25:19.0420-0500,637124523190420000,1592666719
2,0,0,0,8,0,318c42f457ab4fd291123fd53c06f8fc,2310,2019-12-20T10:26:03.5130-0500,637124523635130000,1592666764
7,0,0,0,6,0,318c42f457ab4fd291123fd53c06f8fc,2311,2019-12-20T10:31:23.5150-0500,637124526835150000,1592667084
1,0,1,0,2,0,318c42f457ab4fd291123fd53c06f8fc,2312,2019-12-20T10:36:44.0800-0500,637124530040800000,1592667404
4,0,0,0,6,0,318c42f457ab4fd291123fd53c06f8fc,2313,2019-12-20T10:38:06.8149-0500,637124530868149000,1592667487
29,0,0,0,42,0,318c42f457ab4fd291123fd53c06f8fc,2314,2019-12-20T10:39:46.9530-0500,637124531869530000,1592667587
33,0,0,0,32,0,318c42f457ab4fd291123fd53c06f8fc,2315,2019-12-20T10:40:32.1770-0500,637124532321770000,1592667632
15,0,0,0,4,0,318c42f457ab4fd291123fd53c06f8fc,2316,2019-12-20T10:41:31.0290-0500,637124532910290000,1592667691
