Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,Key,Id,Date,DateInTicks,TTL
29,10,3,0,24,0,318c42f457ab4fd291123fd53c06f8fc,2323,2019-12-20T11:44:42.9420-0500,637124570829420000,1592671483
15,0,0,0,2,0,318c42f457ab4fd291123fd53c06f8fc,2324,2019-12-20T11:45:49.4450-0500,637124571494450000,1592671549
7,0,0,0,12,0,318c42f457ab4fd291123fd53c06f8fc,2325,2019-12-20T11:46:19.4470-0500,637124571794470000,1592671579
33,7,1,0,20,0,318c42f457ab4fd291123fd53c06f8fc,2326,2019-12-20T11:46:48.4320-0500,637124572084320000,1592671608
118,10,2,0,100,0,318c42f457ab4fd291123fd53c06f8fc,2327,2019-12-20T11:48:10.2230-0500,637124572902230000,1592671690
80,0,1,0,52,0,318c42f457ab4fd291123fd53c06f8fc,2328,2019-12-20T11:50:33.4970-0500,637124574334970000,1592671833
29,19,1,0,10,0,318c42f457ab4fd291123fd53c06f8fc,2329,2019-12-20T11:52:14.9690-0500,637124575349690000,1592671935
15,0,0,0,2,0,318c42f457ab4fd291123fd53c06f8fc,2330,2019-12-20T11:53:19.2290-0500,637124575992290000,1592671999
15,0,0,0,2,0,318c42f457ab4fd291123fd53c06f8fc,2331,2019-12-20T11:55:59.4770-0500,637124577594770000,1592672159
131,130,1,0,72,0,318c42f457ab4fd291123fd53c06f8fc,2332,2019-12-20T11:56:57.8149-0500,637124578178149000,1592672218
