Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
6,0,0,781,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2052,2020-02-05T17:03:58.2290-0500,637165370382290000,1596665038
177,0,1,1846,71,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2053,2020-02-05T17:04:24.2970-0500,637165370642970000,1596665064
1,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2054,2020-02-05T17:07:50.7210-0500,637165372707210000,1596665271
6,3,1,426,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2055,2020-02-05T17:07:53.1570-0500,637165372731570000,1596665273
15,0,0,142,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2056,2020-02-05T17:08:19.6840-0500,637165372996840000,1596665300
61,0,1,355,1278,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2057,2020-02-05T17:09:16.1220-0500,637165373561220000,1596665356
1,0,0,0,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2058,2020-02-05T17:10:46.3590-0500,637165374463590000,1596665446
15,0,0,216,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2059,2020-02-05T17:11:56.5530-0500,637165375165530000,1596665517
31,0,0,1728,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2060,2020-02-05T17:14:07.7190-0500,637165376477190000,1596665648
15,0,0,144,0,0,417db1c3f6c5414092021ff2ca769e22,2c241909eb624792ad0226844a899c12,2061,2020-02-05T17:15:49.8530-0500,637165377498530000,1596665750
