Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,Key,Id,Date,DateInTicks,TTL
382,330,8,0,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1719,2020-03-13T16:28:42.9620-0500,637197317229620000,1600032523
24,0,0,21,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1720,2020-03-13T16:35:21.0830-0500,637197321210830000,1600032921
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1721,2020-03-13T16:36:01.4030-0500,637197321614030000,1600032961
2,0,0,21,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1722,2020-03-13T16:36:31.0320-0500,637197321910320000,1600032991
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1723,2020-03-13T16:36:55.2900-0500,637197322152900000,1600033015
9,0,0,21,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1724,2020-03-13T16:38:57.7730-0500,637197323377730000,1600033138
5,0,0,18,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1725,2020-03-13T16:39:39.9300-0500,637197323799300000,1600033180
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1726,2020-03-13T16:40:02.3640-0500,637197324023640000,1600033202
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1727,2020-03-13T16:41:30.8780-0500,637197324908780000,1600033291
15,0,0,3,0,0,417db1c3f6c5414092021ff2ca769e22,1e9bf02e0c0c48438f1019717734232f,1728,2020-03-13T16:42:26.2060-0500,637197325462060000,1600033346
