Duration,MovementDuration,MovementInteractions,ArkboxInteractions,StandardInteractions,HardwareInteractions,TenantId,SessionId,Key,Id,Date,DateInTicks,TTL
15,0,0,12,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,789,2020-12-15T16:24:32.5010-0500,637436642725010000,1623792273
6,0,1,36,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,790,2020-12-15T16:25:31.7490-0500,637436643317490000,1623792332
4,0,0,12,36,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,791,2020-12-15T16:26:29.3820-0500,637436643893820000,1623792389
15,0,0,12,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,792,2020-12-15T16:26:56.5540-0500,637436644165540000,1623792417
13,0,0,48,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,793,2020-12-15T16:27:24.2770-0500,637436644442770000,1623792444
9,0,0,36,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,794,2020-12-15T16:29:10.0250-0500,637436645500250000,1623792550
9,0,0,24,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,795,2020-12-15T16:31:01.2520-0500,637436646612520000,1623792661
18,0,0,108,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,796,2020-12-15T16:31:51.5150-0500,637436647115150000,1623792712
5,0,0,36,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,797,2020-12-15T16:32:25.4180-0500,637436647454180000,1623792745
10,0,0,84,0,0,417db1c3f6c5414092021ff2ca769e22,,632405e8e31846ec8169fb227f37118b,798,2020-12-15T16:33:01.8890-0500,637436647818890000,1623792782
